date,day,incident,min_delay
2024-04-04,Thursday,Security,20
2024-04-04,Thursday,Operations - Operator,10
2024-04-04,Thursday,Diversion,204
2024-04-04,Thursday,Diversion,47
2024-04-04,Thursday,Diversion,242
2024-04-04,Thursday,Diversion,208
2024-04-04,Thursday,Diversion,223
2024-04-04,Thursday,Emergency Services,17
2024-04-04,Thursday,Operations - Operator,8
2024-04-04,Thursday,Investigation,10
2024-04-04,Thursday,Vision,10
2024-04-04,Thursday,Utilized Off Route,10
2024-04-04,Thursday,Utilized Off Route,10
2024-04-04,Thursday,Emergency Services,0
2024-04-04,Thursday,Operations - Operator,8
2024-04-04,Thursday,Security,0
2024-04-04,Thursday,Diversion,104
2024-04-05,Friday,Security,30
2024-04-05,Friday,Security,20
2024-04-05,Friday,Collision - TTC,30
2024-04-05,Friday,Vision,30
2024-04-05,Friday,Operations - Operator,30
2024-04-05,Friday,Operations - Operator,30
2024-04-05,Friday,Security,0
2024-04-05,Friday,Security,0
2024-04-05,Friday,Vision,10
2024-04-05,Friday,Emergency Services,0
2024-04-05,Friday,Mechanical,18
2024-04-05,Friday,Security,0
2024-04-05,Friday,Operations - Operator,8
2024-04-05,Friday,Emergency Services,10
2024-04-05,Friday,Collision - TTC,16
2024-04-05,Friday,Security,16
2024-04-05,Friday,Emergency Services,0
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Utilized Off Route,9
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Utilized Off Route,20
2024-04-05,Friday,Mechanical,5
2024-04-05,Friday,Security,20
2024-04-05,Friday,Diversion,550
2024-04-05,Friday,Diversion,550
2024-04-05,Friday,Diversion,550
2024-04-05,Friday,Investigation,10
2024-04-05,Friday,Mechanical,7
2024-04-05,Friday,Security,9
2024-04-05,Friday,Mechanical,18
2024-04-05,Friday,Mechanical,6
2024-04-05,Friday,Emergency Services,10
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Mechanical,7
2024-04-05,Friday,Security,16
2024-04-05,Friday,Mechanical,15
2024-04-05,Friday,Collision - TTC,6
2024-04-05,Friday,Security,55
2024-04-05,Friday,Mechanical,9
2024-04-05,Friday,Mechanical,8
2024-04-05,Friday,Mechanical,15
2024-04-05,Friday,Mechanical,8
2024-04-05,Friday,Mechanical,8
2024-04-05,Friday,Collision - TTC,5
2024-04-05,Friday,Emergency Services,9
2024-04-05,Friday,Mechanical,9
2024-04-05,Friday,Road Blocked - NON-TTC Collision,24
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Collision - TTC,20
2024-04-05,Friday,Collision - TTC,0
2024-04-05,Friday,Mechanical,7
2024-04-05,Friday,Mechanical,9
2024-04-05,Friday,Mechanical,17
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Cleaning - Unsanitary,24
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Operations - Operator,20
2024-04-05,Friday,Mechanical,8
2024-04-05,Friday,General Delay,20
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Vision,8
2024-04-05,Friday,Vision,10
2024-04-05,Friday,Mechanical,24
2024-04-05,Friday,Mechanical,8
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Security,0
2024-04-05,Friday,Utilized Off Route,10
2024-04-05,Friday,Utilized Off Route,10
2024-04-05,Friday,Utilized Off Route,10
2024-04-05,Friday,Utilized Off Route,22
2024-04-05,Friday,Utilized Off Route,10
2024-04-05,Friday,Utilized Off Route,11
2024-04-05,Friday,Operations - Operator,10
2024-04-05,Friday,Cleaning - Unsanitary,20
2024-04-05,Friday,Collision - TTC,0
2024-04-05,Friday,Operations - Operator,10
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,General Delay,25
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Mechanical,26
2024-04-05,Friday,Operations - Operator,10
2024-04-05,Friday,Operations - Operator,9
2024-04-05,Friday,Collision - TTC,20
2024-04-05,Friday,Utilized Off Route,10
2024-04-05,Friday,Mechanical,7
2024-04-05,Friday,Mechanical,18
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Security,25
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Cleaning - Unsanitary,6
2024-04-05,Friday,Mechanical,32
2024-04-05,Friday,Mechanical,9
2024-04-05,Friday,Vision,10
2024-04-05,Friday,Collision - TTC,10
2024-04-05,Friday,Emergency Services,0
2024-04-05,Friday,Collision - TTC,10
2024-04-05,Friday,Operations - Operator,0
2024-04-05,Friday,General Delay,20
2024-04-05,Friday,Operations - Operator,20
2024-04-05,Friday,Collision - TTC,9
2024-04-05,Friday,General Delay,10
2024-04-05,Friday,Cleaning - Unsanitary,8
2024-04-05,Friday,Emergency Services,6
2024-04-05,Friday,Collision - TTC,12
2024-04-05,Friday,Mechanical,15
2024-04-05,Friday,Emergency Services,8
2024-04-05,Friday,General Delay,15
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Diversion,31
2024-04-05,Friday,Diversion,31
2024-04-05,Friday,Collision - TTC,10
2024-04-05,Friday,General Delay,9
2024-04-05,Friday,Emergency Services,8
2024-04-05,Friday,Mechanical,12
2024-04-05,Friday,Mechanical,8
2024-04-05,Friday,Collision - TTC,20
2024-04-05,Friday,Operations - Operator,20
2024-04-05,Friday,Security,9
2024-04-05,Friday,Investigation,6
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Mechanical,12
2024-04-05,Friday,Diversion,153
2024-04-05,Friday,General Delay,30
2024-04-05,Friday,Collision - TTC,0
2024-04-05,Friday,Mechanical,9
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Mechanical,9
2024-04-05,Friday,Mechanical,15
2024-04-05,Friday,Vision,9
2024-04-05,Friday,Collision - TTC,15
2024-04-05,Friday,Operations - Operator,12
2024-04-05,Friday,Emergency Services,8
2024-04-05,Friday,Vision,9
2024-04-05,Friday,Vision,10
2024-04-05,Friday,Operations - Operator,10
2024-04-05,Friday,Emergency Services,6
2024-04-05,Friday,Mechanical,22
2024-04-05,Friday,Mechanical,15
2024-04-05,Friday,Operations - Operator,9
2024-04-05,Friday,Operations - Operator,20
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Emergency Services,8
2024-04-05,Friday,Collision - TTC,18
2024-04-05,Friday,Operations - Operator,10
2024-04-05,Friday,Diversion,35
2024-04-05,Friday,Cleaning - Unsanitary,20
2024-04-05,Friday,Mechanical,8
2024-04-05,Friday,Mechanical,15
2024-04-05,Friday,Emergency Services,14
2024-04-05,Friday,Emergency Services,8
2024-04-05,Friday,Operations - Operator,30
2024-04-05,Friday,Security,25
2024-04-05,Friday,Security,18
2024-04-05,Friday,Investigation,12
2024-04-05,Friday,Mechanical,10
2024-04-05,Friday,Mechanical,30
2024-04-05,Friday,Mechanical,32
2024-04-05,Friday,Utilized Off Route,10
2024-04-05,Friday,General Delay,20
2024-04-05,Friday,Mechanical,20
2024-04-05,Friday,Emergency Services,20
2024-04-05,Friday,General Delay,0
2024-04-05,Friday,Security,10
2024-04-05,Friday,Security,10
2024-04-05,Friday,Operations - Operator,30
2024-04-05,Friday,Security,15
2024-04-05,Friday,Road Blocked - NON-TTC Collision,30
2024-04-05,Friday,Diversion,0
2024-04-06,Saturday,Emergency Services,0
2024-04-06,Saturday,Diversion,32
2024-04-06,Saturday,Cleaning - Unsanitary,30
2024-04-06,Saturday,Security,0
2024-04-06,Saturday,Security,30
2024-04-06,Saturday,Diversion,186
2024-04-06,Saturday,Mechanical,30
2024-04-06,Saturday,Diversion,186
2024-04-06,Saturday,Security,0
2024-04-06,Saturday,Collision - TTC,0
2024-04-06,Saturday,Diversion,86
2024-04-06,Saturday,Diversion,10
2024-04-06,Saturday,Diversion,0
2024-04-06,Saturday,General Delay,10
2024-04-06,Saturday,Mechanical,32
2024-04-06,Saturday,Security,15
2024-04-06,Saturday,Mechanical,10
2024-04-06,Saturday,Mechanical,8
2024-04-06,Saturday,Mechanical,15
2024-04-06,Saturday,Investigation,10
2024-04-06,Saturday,Operations - Operator,25
2024-04-06,Saturday,Mechanical,38
2024-04-06,Saturday,Mechanical,10
2024-04-06,Saturday,Vision,11
2024-04-06,Saturday,Operations - Operator,10
2024-04-06,Saturday,Mechanical,15
2024-04-06,Saturday,Operations - Operator,26
2024-04-06,Saturday,Investigation,20
2024-04-06,Saturday,Operations - Operator,30
2024-04-06,Saturday,Mechanical,13
2024-04-06,Saturday,Mechanical,9
2024-04-06,Saturday,Mechanical,12
2024-04-06,Saturday,Operations - Operator,21
2024-04-06,Saturday,Vision,10
2024-04-06,Saturday,Mechanical,12
2024-04-06,Saturday,Mechanical,18
2024-04-06,Saturday,Mechanical,22
2024-04-06,Saturday,Diversion,115
2024-04-06,Saturday,Security,7
2024-04-06,Saturday,Mechanical,35
2024-04-06,Saturday,Mechanical,8
2024-04-06,Saturday,Mechanical,11
2024-04-06,Saturday,General Delay,0
2024-04-06,Saturday,Mechanical,7
2024-04-06,Saturday,Security,10
2024-04-06,Saturday,Operations - Operator,7
2024-04-06,Saturday,Vision,16
2024-04-06,Saturday,Investigation,7
2024-04-06,Saturday,Mechanical,7
2024-04-06,Saturday,Mechanical,20
2024-04-06,Saturday,Investigation,6
2024-04-06,Saturday,Mechanical,14
2024-04-06,Saturday,Mechanical,9
2024-04-06,Saturday,Mechanical,14
2024-04-06,Saturday,Vision,13
2024-04-06,Saturday,Mechanical,10
2024-04-06,Saturday,Mechanical,14
2024-04-06,Saturday,Operations - Operator,14
2024-04-06,Saturday,General Delay,0
2024-04-06,Saturday,Operations - Operator,23
2024-04-06,Saturday,Mechanical,17
2024-04-06,Saturday,Mechanical,5
2024-04-06,Saturday,Utilized Off Route,15
2024-04-06,Saturday,Mechanical,12
2024-04-06,Saturday,General Delay,0
2024-04-06,Saturday,Investigation,0
2024-04-06,Saturday,General Delay,0
2024-04-06,Saturday,Mechanical,20
2024-04-06,Saturday,Mechanical,7
2024-04-06,Saturday,Operations - Operator,12
2024-04-06,Saturday,Collision - TTC,9
2024-04-06,Saturday,Operations - Operator,10
2024-04-06,Saturday,Mechanical,20
2024-04-06,Saturday,Operations - Operator,30
2024-04-06,Saturday,Mechanical,7
2024-04-06,Saturday,General Delay,0
2024-04-06,Saturday,Cleaning - Unsanitary,8
2024-04-06,Saturday,Diversion,41
2024-04-06,Saturday,Operations - Operator,20
2024-04-06,Saturday,Operations - Operator,18
2024-04-06,Saturday,Operations - Operator,17
2024-04-06,Saturday,Mechanical,18
2024-04-06,Saturday,Diversion,0
2024-04-06,Saturday,Security,10
2024-04-06,Saturday,Mechanical,5
2024-04-06,Saturday,Operations - Operator,30
2024-04-06,Saturday,Investigation,0
2024-04-06,Saturday,Mechanical,14
2024-04-06,Saturday,Operations - Operator,8
2024-04-06,Saturday,Mechanical,25
2024-04-06,Saturday,Mechanical,12
2024-04-06,Saturday,Mechanical,18
2024-04-06,Saturday,Security,5
2024-04-06,Saturday,Cleaning - Unsanitary,16
2024-04-06,Saturday,Diversion,471
2024-04-06,Saturday,Utilized Off Route,10
2024-04-06,Saturday,Mechanical,17
2024-04-06,Saturday,Emergency Services,8
2024-04-06,Saturday,Diversion,117
2024-04-06,Saturday,Diversion,66
2024-04-06,Saturday,Mechanical,12
2024-04-06,Saturday,Operations - Operator,10
2024-04-06,Saturday,Operations - Operator,10
2024-04-06,Saturday,Operations - Operator,15
2024-04-06,Saturday,Operations - Operator,10
2024-04-06,Saturday,Mechanical,10
2024-04-06,Saturday,Mechanical,10
2024-04-06,Saturday,Mechanical,10
2024-04-06,Saturday,Mechanical,10
2024-04-06,Saturday,Operations - Operator,30
2024-04-06,Saturday,Security,10
2024-04-06,Saturday,Diversion,171
2024-04-06,Saturday,Mechanical,20
2024-04-06,Saturday,Investigation,10
2024-04-06,Saturday,Collision - TTC,10
2024-04-06,Saturday,Mechanical,30
2024-04-06,Saturday,Security,10
2024-04-06,Saturday,Operations - Operator,10
2024-04-06,Saturday,Operations - Operator,10
2024-04-06,Saturday,Security,18
2024-04-06,Saturday,Mechanical,14
2024-04-06,Saturday,Diversion,10
2024-04-06,Saturday,Cleaning - Unsanitary,9
2024-04-06,Saturday,Operations - Operator,20
2024-04-06,Saturday,Security,20
2024-04-06,Saturday,Diversion,60
2024-04-06,Saturday,Operations - Operator,25
2024-04-06,Saturday,Security,8
2024-04-06,Saturday,Operations - Operator,10
2024-04-06,Saturday,Investigation,0
2024-04-06,Saturday,Operations - Operator,10
2024-04-06,Saturday,Security,16
2024-04-06,Saturday,Emergency Services,0
2024-04-06,Saturday,Operations - Operator,0
2024-04-06,Saturday,Investigation,16
2024-04-06,Saturday,Diversion,11
2024-04-06,Saturday,Security,0
2024-04-06,Saturday,Emergency Services,0
2024-04-07,Sunday,Emergency Services,5
2024-04-07,Sunday,Operations - Operator,30
2024-04-07,Sunday,General Delay,0
2024-04-07,Sunday,Cleaning - Unsanitary,5
2024-04-07,Sunday,Emergency Services,30
2024-04-07,Sunday,Emergency Services,0
2024-04-07,Sunday,Security,0
2024-04-07,Sunday,Operations - Operator,30
2024-04-07,Sunday,Mechanical,12
2024-04-07,Sunday,Security,0
2024-04-07,Sunday,Security,0
2024-04-07,Sunday,Security,0
2024-04-07,Sunday,Mechanical,10
2024-04-07,Sunday,Mechanical,3
2024-04-07,Sunday,Security,10
2024-04-07,Sunday,Security,9
2024-04-07,Sunday,Operations - Operator,10
2024-04-07,Sunday,General Delay,30
2024-04-07,Sunday,General Delay,20
2024-04-07,Sunday,Mechanical,0
2024-04-07,Sunday,Emergency Services,12
2024-04-07,Sunday,Security,10
2024-04-07,Sunday,Mechanical,12
2024-04-07,Sunday,Mechanical,8
2024-04-07,Sunday,Cleaning - Unsanitary,45
2024-04-07,Sunday,Operations - Operator,30
2024-04-07,Sunday,Investigation,22
2024-04-07,Sunday,Emergency Services,16
2024-04-07,Sunday,Emergency Services,8
2024-04-07,Sunday,Mechanical,8
2024-04-07,Sunday,Emergency Services,8
2024-04-07,Sunday,Mechanical,8
2024-04-07,Sunday,Diversion,16
2024-04-07,Sunday,Security,16
2024-04-07,Sunday,Mechanical,12
2024-04-07,Sunday,Diversion,16
2024-04-07,Sunday,Collision - TTC,18
2024-04-07,Sunday,Diversion,14
2024-04-07,Sunday,Security,12
2024-04-07,Sunday,Road Blocked - NON-TTC Collision,10
2024-04-07,Sunday,Diversion,47
2024-04-07,Sunday,Mechanical,10
2024-04-07,Sunday,General Delay,0
2024-04-07,Sunday,Mechanical,10
2024-04-07,Sunday,Mechanical,20
2024-04-07,Sunday,Mechanical,24
2024-04-07,Sunday,Utilized Off Route,8
2024-04-07,Sunday,Diversion,75
2024-04-07,Sunday,Collision - TTC,20
2024-04-07,Sunday,Mechanical,20
2024-04-07,Sunday,Cleaning - Unsanitary,7
2024-04-07,Sunday,Mechanical,10
2024-04-07,Sunday,Diversion,30
2024-04-07,Sunday,Diversion,30
2024-04-07,Sunday,Mechanical,20
2024-04-07,Sunday,Operations - Operator,17
2024-04-07,Sunday,Mechanical,20
2024-04-07,Sunday,Security,28
2024-04-07,Sunday,Security,20
2024-04-07,Sunday,Cleaning - Unsanitary,10
2024-04-07,Sunday,Cleaning - Unsanitary,10
2024-04-07,Sunday,Collision - TTC,17
2024-04-07,Sunday,Emergency Services,10
2024-04-07,Sunday,Investigation,10
2024-04-07,Sunday,Mechanical,13
2024-04-07,Sunday,Mechanical,15
2024-04-07,Sunday,Mechanical,10
2024-04-07,Sunday,Security,10
2024-04-07,Sunday,Collision - TTC,10
2024-04-07,Sunday,General Delay,25
2024-04-07,Sunday,Operations - Operator,7
2024-04-07,Sunday,Mechanical,15
2024-04-07,Sunday,Mechanical,12
2024-04-07,Sunday,Mechanical,10
2024-04-07,Sunday,Mechanical,8
2024-04-07,Sunday,Emergency Services,30
2024-04-07,Sunday,Cleaning - Unsanitary,27
2024-04-07,Sunday,Investigation,20
2024-04-07,Sunday,Utilized Off Route,10
2024-04-07,Sunday,Operations - Operator,10
2024-04-07,Sunday,Security,0
2024-04-07,Sunday,Cleaning - Unsanitary,20
2024-04-07,Sunday,Operations - Operator,13
2024-04-07,Sunday,Emergency Services,10
2024-04-07,Sunday,General Delay,30
2024-04-07,Sunday,General Delay,20
2024-04-07,Sunday,General Delay,20
2024-04-07,Sunday,Security,10
2024-04-07,Sunday,Emergency Services,16
2024-04-07,Sunday,Emergency Services,18
2024-04-07,Sunday,Mechanical,15
2024-04-07,Sunday,Security,10
2024-04-07,Sunday,Mechanical,8
2024-04-07,Sunday,Mechanical,21
2024-04-07,Sunday,Mechanical,18
2024-04-07,Sunday,Investigation,26
2024-04-07,Sunday,Vision,28
2024-04-07,Sunday,Operations - Operator,20
2024-04-07,Sunday,Mechanical,30
2024-04-07,Sunday,Emergency Services,22
2024-04-07,Sunday,Security,30
2024-04-07,Sunday,Investigation,15
2024-04-07,Sunday,Operations - Operator,25
2024-04-07,Sunday,Emergency Services,10
2024-04-07,Sunday,Collision - TTC,14
2024-04-07,Sunday,Security,15
2024-04-07,Sunday,Security,0
2024-04-08,Monday,Diversion,0
2024-04-08,Monday,Vision,21
2024-04-08,Monday,Utilized Off Route,7
2024-04-08,Monday,Vision,30
2024-04-08,Monday,General Delay,0
2024-04-08,Monday,Emergency Services,16
2024-04-08,Monday,Mechanical,30
2024-04-08,Monday,Security,0
2024-04-08,Monday,Mechanical,17
2024-04-08,Monday,Security,0
2024-04-08,Monday,Mechanical,17
2024-04-08,Monday,Emergency Services,0
2024-04-08,Monday,Mechanical,27
2024-04-08,Monday,Security,0
2024-04-08,Monday,Mechanical,20
2024-04-08,Monday,Operations - Operator,10
2024-04-08,Monday,Mechanical,12
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Vision,14
2024-04-08,Monday,Security,6
2024-04-08,Monday,Mechanical,14
2024-04-08,Monday,Diversion,540
2024-04-08,Monday,Diversion,540
2024-04-08,Monday,Diversion,540
2024-04-08,Monday,Operations - Operator,20
2024-04-08,Monday,Diversion,15
2024-04-08,Monday,Cleaning - Unsanitary,5
2024-04-08,Monday,Operations - Operator,6
2024-04-08,Monday,Mechanical,20
2024-04-08,Monday,Mechanical,8
2024-04-08,Monday,Security,0
2024-04-08,Monday,Operations - Operator,16
2024-04-08,Monday,Operations - Operator,16
2024-04-08,Monday,Collision - TTC,9
2024-04-08,Monday,Operations - Operator,16
2024-04-08,Monday,Mechanical,6
2024-04-08,Monday,Operations - Operator,9
2024-04-08,Monday,Operations - Operator,20
2024-04-08,Monday,Operations - Operator,16
2024-04-08,Monday,Utilized Off Route,24
2024-04-08,Monday,Mechanical,9
2024-04-08,Monday,Diversion,195
2024-04-08,Monday,Operations - Operator,16
2024-04-08,Monday,Operations - Operator,8
2024-04-08,Monday,Utilized Off Route,20
2024-04-08,Monday,Mechanical,0
2024-04-08,Monday,Operations - Operator,15
2024-04-08,Monday,Diversion,52
2024-04-08,Monday,Road Blocked - NON-TTC Collision,13
2024-04-08,Monday,Mechanical,20
2024-04-08,Monday,Operations - Operator,8
2024-04-08,Monday,Operations - Operator,23
2024-04-08,Monday,Mechanical,20
2024-04-08,Monday,Operations - Operator,20
2024-04-08,Monday,Mechanical,7
2024-04-08,Monday,Diversion,13
2024-04-08,Monday,Diversion,0
2024-04-08,Monday,Operations - Operator,8
2024-04-08,Monday,Cleaning - Unsanitary,7
2024-04-08,Monday,Mechanical,7
2024-04-08,Monday,Diversion,165
2024-04-08,Monday,Collision - TTC,6
2024-04-08,Monday,Mechanical,13
2024-04-08,Monday,Mechanical,8
2024-04-08,Monday,Operations - Operator,15
2024-04-08,Monday,Operations - Operator,10
2024-04-08,Monday,Operations - Operator,20
2024-04-08,Monday,Operations - Operator,8
2024-04-08,Monday,Operations - Operator,7
2024-04-08,Monday,Security,14
2024-04-08,Monday,Mechanical,17
2024-04-08,Monday,Mechanical,9
2024-04-08,Monday,Utilized Off Route,8
2024-04-08,Monday,Mechanical,25
2024-04-08,Monday,Operations - Operator,20
2024-04-08,Monday,Security,10
2024-04-08,Monday,Operations - Operator,14
2024-04-08,Monday,Operations - Operator,8
2024-04-08,Monday,Operations - Operator,8
2024-04-08,Monday,Mechanical,20
2024-04-08,Monday,Mechanical,12
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Mechanical,12
2024-04-08,Monday,Cleaning - Unsanitary,10
2024-04-08,Monday,General Delay,20
2024-04-08,Monday,Mechanical,22
2024-04-08,Monday,Security,14
2024-04-08,Monday,Operations - Operator,20
2024-04-08,Monday,Mechanical,20
2024-04-08,Monday,Mechanical,18
2024-04-08,Monday,General Delay,0
2024-04-08,Monday,Mechanical,12
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Emergency Services,20
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Operations - Operator,10
2024-04-08,Monday,Mechanical,12
2024-04-08,Monday,Emergency Services,10
2024-04-08,Monday,Operations - Operator,6
2024-04-08,Monday,Mechanical,12
2024-04-08,Monday,Mechanical,19
2024-04-08,Monday,Emergency Services,9
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Collision - TTC,10
2024-04-08,Monday,Utilized Off Route,13
2024-04-08,Monday,Mechanical,13
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Operations - Operator,15
2024-04-08,Monday,Security,9
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Investigation,15
2024-04-08,Monday,Operations - Operator,18
2024-04-08,Monday,Cleaning - Unsanitary,8
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Emergency Services,0
2024-04-08,Monday,Operations - Operator,24
2024-04-08,Monday,Mechanical,6
2024-04-08,Monday,Mechanical,20
2024-04-08,Monday,Utilized Off Route,8
2024-04-08,Monday,Utilized Off Route,12
2024-04-08,Monday,Operations - Operator,10
2024-04-08,Monday,Diversion,540
2024-04-08,Monday,Operations - Operator,20
2024-04-08,Monday,Security,5
2024-04-08,Monday,Mechanical,14
2024-04-08,Monday,Security,5
2024-04-08,Monday,Mechanical,20
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Mechanical,0
2024-04-08,Monday,Road Blocked - NON-TTC Collision,10
2024-04-08,Monday,Mechanical,14
2024-04-08,Monday,Cleaning - Unsanitary,20
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Vision,12
2024-04-08,Monday,Cleaning - Unsanitary,29
2024-04-08,Monday,Diversion,80
2024-04-08,Monday,Emergency Services,9
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Mechanical,15
2024-04-08,Monday,Diversion,48
2024-04-08,Monday,Diversion,62
2024-04-08,Monday,Security,30
2024-04-08,Monday,Emergency Services,12
2024-04-08,Monday,Security,44
2024-04-08,Monday,Collision - TTC,33
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Emergency Services,24
2024-04-08,Monday,Mechanical,10
2024-04-08,Monday,Operations - Operator,20
2024-04-08,Monday,Security,20
2024-04-08,Monday,Emergency Services,10
2024-04-08,Monday,Mechanical,25
2024-04-08,Monday,Security,3
2024-04-08,Monday,Collision - TTC,5
2024-04-08,Monday,Security,0
2024-04-08,Monday,Diversion,107
2024-04-08,Monday,Investigation,0
2024-04-09,Tuesday,Vision,5
2024-04-09,Tuesday,Security,30
2024-04-09,Tuesday,Emergency Services,30
2024-04-09,Tuesday,General Delay,0
2024-04-09,Tuesday,Mechanical,0
2024-04-09,Tuesday,Mechanical,17
2024-04-09,Tuesday,Emergency Services,30
2024-04-09,Tuesday,Operations - Operator,30
2024-04-09,Tuesday,Emergency Services,0
2024-04-09,Tuesday,Emergency Services,25
2024-04-09,Tuesday,Mechanical,20
2024-04-09,Tuesday,Vision,38
2024-04-09,Tuesday,Emergency Services,0
2024-04-09,Tuesday,Operations - Operator,7
2024-04-09,Tuesday,Utilized Off Route,10
2024-04-09,Tuesday,Utilized Off Route,10
2024-04-09,Tuesday,Emergency Services,8
2024-04-09,Tuesday,Emergency Services,8
2024-04-09,Tuesday,Diversion,117
2024-04-09,Tuesday,Operations - Operator,24
2024-04-09,Tuesday,Utilized Off Route,15
2024-04-09,Tuesday,Cleaning - Unsanitary,30
2024-04-09,Tuesday,Utilized Off Route,15
2024-04-09,Tuesday,Utilized Off Route,9
2024-04-09,Tuesday,Utilized Off Route,9
2024-04-09,Tuesday,Operations - Operator,20
2024-04-09,Tuesday,Utilized Off Route,0
2024-04-09,Tuesday,Utilized Off Route,10
2024-04-09,Tuesday,Mechanical,10
2024-04-09,Tuesday,Diversion,510
2024-04-09,Tuesday,Collision - TTC,0
2024-04-09,Tuesday,Mechanical,12
2024-04-09,Tuesday,Vision,12
2024-04-09,Tuesday,Diversion,103
2024-04-09,Tuesday,Security,5
2024-04-09,Tuesday,Diversion,88
2024-04-09,Tuesday,Diversion,134
2024-04-09,Tuesday,Mechanical,24
2024-04-09,Tuesday,Collision - TTC,10
2024-04-09,Tuesday,Mechanical,20
2024-04-09,Tuesday,Mechanical,10
2024-04-09,Tuesday,Diversion,132
2024-04-09,Tuesday,Mechanical,14
2024-04-09,Tuesday,Utilized Off Route,10
2024-04-09,Tuesday,Diversion,98
2024-04-09,Tuesday,Diversion,15
2024-04-09,Tuesday,Mechanical,12
2024-04-09,Tuesday,Operations - Operator,5
2024-04-09,Tuesday,Emergency Services,0
2024-04-09,Tuesday,Operations - Operator,0
2024-04-09,Tuesday,General Delay,0
2024-04-09,Tuesday,Collision - TTC,10
2024-04-09,Tuesday,Mechanical,10
2024-04-09,Tuesday,Mechanical,8
2024-04-09,Tuesday,Mechanical,23
2024-04-09,Tuesday,Mechanical,20
2024-04-09,Tuesday,Security,0
2024-04-09,Tuesday,Mechanical,14
2024-04-09,Tuesday,Mechanical,20
2024-04-09,Tuesday,Operations - Operator,10
2024-04-09,Tuesday,Mechanical,17
2024-04-09,Tuesday,Mechanical,10
2024-04-09,Tuesday,Mechanical,11
2024-04-09,Tuesday,Security,10
2024-04-09,Tuesday,Collision - TTC,10
2024-04-09,Tuesday,Operations - Operator,24
2024-04-09,Tuesday,Security,20
2024-04-09,Tuesday,Collision - TTC,10
2024-04-09,Tuesday,Emergency Services,10
2024-04-09,Tuesday,Mechanical,0
2024-04-09,Tuesday,Investigation,9
2024-04-09,Tuesday,Mechanical,7
2024-04-09,Tuesday,General Delay,26
2024-04-09,Tuesday,Collision - TTC,15
2024-04-09,Tuesday,Utilized Off Route,8
2024-04-09,Tuesday,Security,10
2024-04-09,Tuesday,Mechanical,22
2024-04-09,Tuesday,Emergency Services,8
2024-04-09,Tuesday,Mechanical,7
2024-04-09,Tuesday,Operations - Operator,9
2024-04-09,Tuesday,Mechanical,14
2024-04-09,Tuesday,Mechanical,12
2024-04-09,Tuesday,Cleaning - Unsanitary,10
2024-04-09,Tuesday,Cleaning - Unsanitary,8
2024-04-09,Tuesday,Mechanical,30
2024-04-09,Tuesday,Mechanical,20
2024-04-09,Tuesday,Mechanical,19
2024-04-09,Tuesday,Operations - Operator,7
2024-04-09,Tuesday,Mechanical,12
2024-04-09,Tuesday,Diversion,150
2024-04-09,Tuesday,Operations - Operator,9
2024-04-09,Tuesday,Mechanical,10
2024-04-09,Tuesday,Operations - Operator,24
2024-04-09,Tuesday,Security,9
2024-04-09,Tuesday,Mechanical,18
2024-04-09,Tuesday,Mechanical,20
2024-04-09,Tuesday,General Delay,0
2024-04-09,Tuesday,Mechanical,15
2024-04-09,Tuesday,Mechanical,10
2024-04-09,Tuesday,Security,5
2024-04-09,Tuesday,Security,8
2024-04-09,Tuesday,Mechanical,9
2024-04-09,Tuesday,Utilized Off Route,15
